Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Guatemala,1043599900,1076699900,1143600000,1262800000,1299099900,1331399900,1390700000,1453500000,1610500000,1715399900,1904000000,1984800000,2101300000,2569200100,3161499902,3645900004,4365300204,5480500205,6070600206,6902600207,7878700008,8607500309,8716999709,9050000409,9470000104,9721652087,7231963516,7084399840,7841602824,8410724361,7650196277,9406135143,10440781588,11400018313,12983233687,14655404433,15674835615,17790026222,19395491993,18318412251,19288928616,18405221418,20444205991,21576351799,23577298589,26783388709,29744247479,33567850095,38503718527,37126146369,40676579265,46876004265,49593926849,52996447956,57852150565,62186064719,66053402745,71653756504,73328369926,77172313916,77715183063,86053079767,95003333381
Guyana,170216241,185849535,194949513,175757894,194774513,213235294,228705882,250176471,229750000,249300000,267800000,282050000,285380952,307047619,433954545,494791667,454440000,449880000,507080000,530440000,603200000,570357107,482000000,489333333,437631605,453488372,504651140,354591847,413799990,379779390,396582263,348533095,373573141,454101382,540874934,621626786,705406001,749138010,717530683,694754988,712667897,712167449,726131435,743063949,787814379,824880550,2379817987,2730971600,3025187428,3165663153,3432912511,3691384318,4063088529,4167800936,4127660158,4279840194,4482697337,4748174334,4787637006,5173760192,5471256595,8044498801,15357537068
High income,1.07031E+12,1.13327E+12,1.22298E+12,1.31695E+12,1.43755E+12,1.56124E+12,1.71268E+12,1.83738E+12,1.99182E+12,2.19132E+12,2.39446E+12,2.65821E+12,3.08342E+12,3.73078E+12,4.20661E+12,4.69379E+12,5.11471E+12,5.79202E+12,6.94023E+12,8.02429E+12,8.96257E+12,9.09857E+12,9.01407E+12,9.30727E+12,9.70851E+12,1.01941E+13,1.23776E+13,1.43454E+13,1.61512E+13,1.68998E+13,1.8985E+13,2.0077E+13,2.15953E+13,2.17619E+13,2.34257E+13,2.60165E+13,2.62406E+13,2.57917E+13,2.58885E+13,2.71948E+13,2.77641E+13,2.74891E+13,2.86609E+13,3.21255E+13,3.57716E+13,3.78311E+13,3.99625E+13,4.37561E+13,4.66239E+13,4.36694E+13,4.57598E+13,4.94125E+13,4.94461E+13,5.0054E+13,5.11341E+13,4.82736E+13,4.93063E+13,5.15709E+13,5.48397E+13,5.53155E+13,5.3938E+13,6.00167E+13,6.15358E+13
"Hong Kong SAR, China",1320796652,1383681651,1612346412,1935298266,2206466461,2435078534,2489845017,2692474989,2716964388,3189740055,3800766536,4476001946,5710090551,8030117556,9388694745,10048090237,12876366009,15719433720,18315137713,22526186035,28861855877,31055224237,32291217617,29907228557,33511383986,35699772166,41075395130,50622896163,59707404561,68790222118,76928784621,88960001716,1.04273E+11,1.20354E+11,1.35812E+11,1.44652E+11,1.59718E+11,1.77353E+11,1.68885E+11,1.65768E+11,1.71669E+11,1.69404E+11,1.66349E+11,1.61386E+11,1.691E+11,1.81569E+11,1.93535E+11,2.11597E+11,2.19279E+11,2.14048E+11,2.28639E+11,2.48514E+11,2.62629E+11,2.75697E+11,2.9146E+11,3.09386E+11,3.2086E+11,3.41273E+11,3.61731E+11,3.63075E+11,3.44943E+11,3.68911E+11,3.59839E+11
Honduras,335650000,356200000,387750000,410200000,457000000,508650000,549950000,598100000,646800000,668000050,723000000,731000000,802996252,912499599,1034500000,1124000000,1347999950,1669499950,3097242093,3544281976,3968160046,4043894879,4266503526,4476697185,4915311847,5278120713,5677828959,6190521242,5902717091,5432344902,4923009552,4648668479,4943700431,4926728933,4642280682,5347445005,5215028986,5737099650,6366340266,6414520530,7186638029,7651162302,7858255253,8230391505,8869299234,9757012869,10917476874,12361257681,13881731631,14587496229,15839344592,17710275997,18528554861,18499729063,19756533658,20979791685,21717604581,23136248046,24067750466,25089937109,23827859695,28488721296,31717700115
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22778305790,24147539210,24172608178,25885225294,23770159784,22128719418,23063323723,26757255952,35254833028,41855265955,45025328214,49532592593,59172904661,68342061762,61941466003,58693611581,62599775593,57231455635,59363124069,59214461630,50742086223,52391038979,55937483558,61330483610,61329267533,57624938982,68843674641,70964606465
Haiti,273187200,271066000,281896800,294883400,325281200,353251800,368948600,369124200,367968800,391820400,331200000,362800000,371998972,466798975,565399297,681400000,879000000,947000000,974200000,1080600000,1383800000,1479400000,1474200000,1623600000,1816200000,2009400000,2318000000,2047200000,2613926800,2736243800,3096289800,3473562850,2257129874,1878253818,2167569095,2813313279,2907517543,3338949152,3723903724,4153725967,6813565983,6331970413,6205847137,5071947798,6087360735,7030149791,7638739124,9228637766,10432962725,11597002930,11859312627,13008746039,13708925403,14902488489,15146883647,14849629408,14069277532,15093357143,16403864521,15016090930,14508222518,20877414952,20253551885
Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34753569693,38730585922,40124916941,43166678735,46425677734,46658765340,47296961369,48706794879,49073373276,47218411470,53749989092,67608919144,85285075492,1.04121E+11,1.13211E+11,1.15716E+11,1.40187E+11,1.58326E+11,1.31069E+11,1.32175E+11,1.41942E+11,1.28814E+11,1.35684E+11,1.41034E+11,1.25174E+11,1.2861E+11,1.43112E+11,1.60566E+11,1.6402E+11,1.57227E+11,1.82275E+11,1.78789E+11
Indonesia,,,,,,,,5667756645,7076465295,8337423313,9150684932,9333536360,10997590361,16273253012,25802409639,30463855422,37269156627,45808915663,51455719100,51400186379,72482337371,85518233450,90158449307,81052283404,84853699995,85289488375,79954072569,75929617576,84300174476,94451427898,1.06141E+11,1.16622E+11,1.28027E+11,1.58007E+11,1.76892E+11,2.02132E+11,2.2737E+11,2.15749E+11,95445547873,1.40001E+11,1.65021E+11,1.60447E+11,1.95661E+11,2.34772E+11,2.56837E+11,2.85869E+11,3.64571E+11,4.32217E+11,5.10229E+11,5.3958E+11,7.55094E+11,8.92969E+11,9.1787E+11,9.12524E+11,8.90815E+11,8.60854E+11,9.31877E+11,1.01562E+12,1.04227E+12,1.1191E+12,1.05905E+12,1.18651E+12,1.3191E+12
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914762874,1023005863,1180968165,1382605389,1567402514,1563667800,1659131244,1947332922,2328658228,2822358473,3032409189,3422735302,4466353635,5928788781,5486918995,5920366628,6565668781,6690228489,7001180246,7708459145,7084795708,6846373277,6979791187,7491654051,7314966839,6684229269,,
India,37029883847,39232435753,42161481825,48421923421,56480289896,59554854576,45865462034,50134942161,53085455825,58447994967,62422483001,67351407965,71463193831,85515269585,99525899116,98472796457,1.02717E+11,1.21487E+11,1.373E+11,1.52992E+11,1.86325E+11,1.93491E+11,2.00716E+11,2.18262E+11,2.12158E+11,2.32512E+11,2.48986E+11,2.79034E+11,2.9659E+11,2.96042E+11,3.20979E+11,2.70105E+11,2.88208E+11,2.79296E+11,3.27276E+11,3.60282E+11,3.92897E+11,4.15868E+11,4.21351E+11,4.5882E+11,4.68395E+11,4.85441E+11,5.14938E+11,6.07699E+11,7.09149E+11,8.20382E+11,9.4026E+11,1.21674E+12,1.1989E+12,1.34189E+12,1.67562E+12,1.82305E+12,1.82764E+12,1.85672E+12,2.03913E+12,2.10359E+12,2.2948E+12,2.65147E+12,2.70293E+12,2.83561E+12,2.6716E+12,3.15031E+12,3.38509E+12
Ireland,1939329775,2088012282,2260349684,2430843768,2766608946,2945704143,3104034393,3343636773,3278584478,3787077344,4395995086,5098250287,6318060582,7481173066,7896860615,9483808362,9453756015,11248340431,14647996074,18319334300,21747855640,20670190138,21474752962,20766047764,20106648455,21270013326,28714571852,33920518493,37772896221,39238392678,49305632408,49787501584,55918538121,52417477614,57097656066,69139823232,75790786290,82856648758,90199410116,98893958263,1.00208E+11,1.09347E+11,1.28596E+11,1.64671E+11,1.94372E+11,2.11877E+11,2.32181E+11,2.70079E+11,2.75447E+11,2.36443E+11,2.21914E+11,2.39003E+11,2.25629E+11,2.38341E+11,2.59171E+11,2.91775E+11,2.99091E+11,3.36378E+11,3.85737E+11,3.99322E+11,4.25852E+11,5.04183E+11,5.29245E+11
"Iran, Islamic Rep.",4199134386,4426949090,4693566412,4928628013,5379845642,6197319923,6789938665,7555383683,8623172951,9743089598,10976245143,13731802908,17153463263,27081698250,46209092072,51776222350,68055295081,80600122702,77994316621,90391877326,94362275580,1.00499E+11,1.25949E+11,1.56365E+11,1.62277E+11,1.80184E+11,2.09095E+11,1.3401E+11,1.23058E+11,1.20496E+11,1.24813E+11,,,63743623232,71841461173,96419225744,1.20404E+11,1.13919E+11,1.10277E+11,1.13848E+11,1.09592E+11,1.26879E+11,1.28627E+11,1.53545E+11,1.90043E+11,2.26452E+11,2.66299E+11,3.49882E+11,4.12336E+11,4.16397E+11,4.86808E+11,6.26133E+11,6.44036E+11,4.92776E+11,4.60383E+11,4.08213E+11,4.57955E+11,4.8663E+11,3.27901E+11,2.8365E+11,2.39735E+11,3.59097E+11,3.88544E+11
Iraq,1683918769,1831479831,1954399502,1978199492,2340239348,,,,2896598847,3007758802,3281318693,3865346535,4113848002,5134367778,11516762614,13458516763,17754825601,19838130715,23762275652,37816457839,52569000000,37823000000,42382333333,40712903226,46938387097,48425161290,47264516129,56774193548,62684516129,65831935484,1.80408E+11,407796350,553671958,1031944881,3991349283,12894029888,10433698621,20764857056,20617405044,36881601584,48364250944,36176430129,32928454672,21921569479,36627901762,49954890353,65140147197,88837055195,1.31614E+11,1.11658E+11,1.38517E+11,1.8575E+11,2.18002E+11,2.34638E+11,2.28416E+11,1.66774E+11,1.66602E+11,1.87218E+11,2.27367E+11,2.33636E+11,1.80924E+11,2.07692E+11,2.64182E+11
Iceland,248434275,253885452,284916521,340061656,434267944,523694958,628893321,621225999,474399520,414709309,526704545,670251136,839648791,1154386886,1515165330,1406875081,1669473116,2208509077,2511818476,2853435054,3381389885,3493005069,3206617991,2765954047,2864437622,2984054753,3989626784,5520320783,6106638182,5672570278,6468739130,6909725408,7080977636,6218583218,6389462322,7123637089,7426082271,7569673904,8503689104,8982048417,9025660362,8234846523,9318398444,11429335645,13825309101,16852971987,17465318552,21652505597,18074619562,13154416197,13751161918,15221622926,14751508134,16125060515,17867662178,17517210519,20793168031,24728285177,26260850582,24663643102,21553080484,25552639899,27841648044
Israel,2887228552,3487229867,2596557416,2992339893,3405340798,3663341364,3980008725,3921089676,3959151536,4568010013,,,,,,,,,,,,,,,,,,,,,,,,,,1.04893E+11,1.14508E+11,1.18861E+11,1.20057E+11,1.20922E+11,1.36035E+11,1.34637E+11,1.2506E+11,1.31299E+11,1.39974E+11,1.47084E+11,1.5867E+11,1.84053E+11,2.2053E+11,2.11968E+11,2.38364E+11,2.66792E+11,2.62282E+11,2.97733E+11,3.1433E+11,3.03414E+11,3.22103E+11,3.58245E+11,3.76692E+11,4.02471E+11,4.13268E+11,4.88527E+11,5.22033E+11
Italy,40385288344,44842760293,50383891899,57710743060,63175417019,67978153851,73654870011,81133120065,87942231678,97085082807,1.13395E+11,1.24672E+11,1.4526E+11,1.75492E+11,1.99564E+11,2.27696E+11,2.24717E+11,2.57596E+11,3.15058E+11,3.93677E+11,4.77257E+11,4.30703E+11,4.27273E+11,4.43042E+11,4.37888E+11,4.52217E+11,6.40386E+11,8.05713E+11,8.91609E+11,9.28661E+11,1.18122E+12,1.24622E+12,1.32016E+12,1.06496E+12,1.09922E+12,1.17466E+12,1.31243E+12,1.24188E+12,1.27005E+12,1.25245E+12,1.14668E+12,1.16802E+12,1.27677E+12,1.57762E+12,1.80654E+12,1.85822E+12,1.94955E+12,2.2131E+12,2.40866E+12,2.19993E+12,2.1361E+12,2.29499E+12,2.08696E+12,2.14192E+12,2.16201E+12,1.83664E+12,1.87707E+12,1.9618E+12,2.09193E+12,2.0113E+12,1.89721E+12,2.11436E+12,2.01043E+12
Jamaica,699064381,748043501,777727689,826706670,897949001,972159612,1096759562,1148014312,1083839133,1191239405,1404720442,1539862278,1875146587,1905917553,2375122375,2860442750,2966042856,3249733140,2644527198,2425063772,2679379373,2979027968,3293496314,3619261343,2373564449,2100238893,2754549414,3287007521,3828342704,4404938109,4592208087,4106207649,3535460090,5440075676,5452558892,6577520705,7393891854,8400041803,8787195622,8887058073,9005064475,9194727831,9719009562,9430234852,10174664854,11243865788,11930179173,12799600075,13709401444,12120458141,13220549858,14444661488,14807086491,14264205124,13899225340,14188938781,14077105503,14808984881,15730791526,15830766372,13812421859,14657586359,17097760745
Jordan,,,,,,599759761,657999738,631679748,561119777,698879722,639519745,678159730,788479130,943784219,1197485192,1363074923,1708519509,2096780731,2602208597,3271365161,3910044487,4383940294,4681245433,4920689946,4967162168,4993601524,6402053537,6756214753,6277443443,4221374898,4160089597,4344468257,5310830590,5606401570,6236295978,6727597032,6927503526,7245839210,7912270804,8149929478,8460789845,8975812449,9582512831,10195627645,11411706629,12588998590,15056981664,17110442867,22658730357,24537876056,27133804225,29524149155,31634561690,34454440141,36847643521,38587017887,39892551127,41608435915,43370860704,44503005775,43579916197,45116317042,47451499859
Japan,44307342906,53508617686,60723018623,69498131728,81749006300,90950278167,1.05628E+11,1.23782E+11,1.46601E+11,1.72204E+11,2.12609E+11,2.40152E+11,3.18031E+11,4.32083E+11,4.79626E+11,5.21542E+11,5.86162E+11,7.21412E+11,1.01361E+12,1.05501E+12,1.10539E+12,1.21899E+12,1.13452E+12,1.24332E+12,1.31838E+12,1.39889E+12,2.07895E+12,2.53281E+12,3.07168E+12,3.05491E+12,3.13282E+12,3.58442E+12,3.90881E+12,4.45414E+12,4.9988E+12,5.54556E+12,4.92339E+12,4.49245E+12,4.09836E+12,4.63598E+12,4.96836E+12,4.37471E+12,4.18285E+12,4.51956E+12,4.89312E+12,4.83147E+12,4.60166E+12,4.57975E+12,5.10668E+12,5.28949E+12,5.75907E+12,6.23315E+12,6.27236E+12,5.21233E+12,4.89699E+12,4.44493E+12,5.00368E+12,4.93084E+12,5.04088E+12,5.11799E+12,5.04879E+12,5.00554E+12,4.23114E+12
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26932729103,24923076923,24917355372,23409260880,21250792886,20374302652,21035357833,22165932063,22135245413,16870817135,18291990619,22152689130,24636598581,30833692831,43151647003,57123671734,81003864916,1.0485E+11,1.33442E+11,1.15309E+11,1.48047E+11,1.92626E+11,2.07999E+11,2.36635E+11,2.21416E+11,1.84388E+11,1.37278E+11,1.66806E+11,1.7934E+11,1.81667E+11,1.71082E+11,1.97112E+11,2.20623E+11
Kenya,791265459,792959472,868111400,926589349,998759334,997919320,1164519673,1232559506,1353295458,1458379415,1603447357,1778391289,2107279157,2509001444,2969958812,3259344936,3474542392,4494378855,5303734883,6234390975,7265315332,6854491454,6431579357,5979198464,6191437070,6135034338,7239126717,7970820531,8355380879,8283114648,8572359163,8151488882,8209120678,5751786610,7148148564,9046320197,12045865466,13115764433,14093998844,12896010520,12705350153,12986007426,13147736954,14904517650,16095337094,18737895401,25825512278,31958195182,35895153328,42347217913,45405615233,46869473166,56396704833,61671440481,68285796663,70120446664,74815143796,82036511259,92202979941,1.00378E+11,1.00658E+11,1.09704E+11,1.1342E+11
Kyrgyz Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2675000000,2569444444,2316562500,2028295455,1681006993,1661018519,1827570586,1767864036,1645963750,1249061487,1369688498,1525116370,1605643105,1919008090,2211534585,2460246796,2834168893,3802570572,5139958956,4690061344,4794361821,6197765942,6605142864,7335033799,7468102369,6678177483,6813095396,7702938395,8271106196,8871019823,7780873259,8740681889,10930644915
Cambodia,637142866,642857134,660000009,728571437,782857129,868571429,914285714,962857134,1065714249,978873232,718401158,969911421,505549441,702899156,588443894,,,,,,,,,,,,,,,,,,,2533727592,2791435272,3441205693,3506695720,3443413389,3120425503,3517242477,3654031716,3984000517,4284028483,4658246918,5337833248,6293046162,7274595707,8639235913,10351914178,10401851767,11242275289,12829541141,14054443213,15227991395,16702610842,18049954289,20016747858,22177200589,24571753582,27089390033,25872797892,26961061152,29956769529
Kiribati,,,,,,,,,,,14295280,15278632,18936527,31710658,85637174,55083890,41110417,38746985,45212135,42618216,42129506,43667391,40573596,37837327,42123030,32125261,31417655,35709784,44534439,44282894,42933308,47516824,47736261,46920901,54834549,56336671,66517285,67538482,65333678,69034485,67253135,63099885,72197929,90231028,102370615,112136228,110237144,132674796,141045174,132421059,155305533,180672665,189629949,184543104,177868153,170292283,178507958,188540699,196501504,175181685,177553260,227610035,223352943
St. Kitts and Nevis,12366636,12483302,12541635,12833301,13416633,13593932,14469078,16742338,14600000,15850000,16300000,19624746,22944849,24196018,31514856,33364055,30095602,44496296,49433333,58840741,68459259,80888889,86022222,86874074,98603704,111007407,130685185,147748148,172692593,192518519,217259259,220540741,242137037,263755556,295159259,313485185,333944444,374641308,383257331,406595484,421695770,458643829,481077374,469869870,506900000,547203704,644414815,689285185,777691333,774273111,778718519,836092593,825381481,874896296,953170370,957037037,1008100000,1058944444,1076922222,1107844444,884522222,860844444,961563259
"Korea, Rep.",3958824424,2417638423,2814626210,3988476879,3459032883,3120870871,3929018943,4855833210,6119284294,7678720155,9005023184,9903499928,10862327878,13876531432,19544094741,21784297521,29902479339,38446487603,51972107438,66946900826,65398646758,72933350954,78358866335,87760360941,97510235986,1.01296E+11,1.16837E+11,1.47948E+11,1.99591E+11,2.46927E+11,2.83368E+11,3.30649E+11,3.55525E+11,3.92666E+11,4.63617E+11,5.66583E+11,6.1017E+11,5.69755E+11,3.83331E+11,4.97513E+11,5.76178E+11,5.47658E+11,6.27246E+11,7.02717E+11,7.93175E+11,9.34901E+11,1.05322E+12,1.17261E+12,1.04734E+12,9.43942E+11,1.14407E+12,1.25322E+12,1.27843E+12,1.3708E+12,1.48432E+12,1.46577E+12,1.50011E+12,1.6239E+12,1.72485E+12,1.65142E+12,1.64431E+12,1.81096E+12,1.66525E+12
Kuwait,,,,,,2097199165,2391199048,2441599028,2662798940,2769198897,2873638856,3880395313,4450540660,5408798852,13006929853,12022797844,13132234133,14137406790,15503571644,24749056549,28638824315,25057990467,21577153431,20871105020,21700088898,21445952793,17904010287,22368684066,20690303615,24313821169,18427777778,11010010088,19858555215,23941391391,24848483838,27187006077,31492419238,30350207213,25943736431,30122398833,37718794714,34889597791,38135756834,47874659168,59439090601,80798630137,1.01557E+11,1.14634E+11,1.4738E+11,1.05969E+11,1.15417E+11,1.5408E+11,1.74048E+11,1.74168E+11,1.6265E+11,1.14586E+11,1.09406E+11,1.20688E+11,1.38202E+11,1.36192E+11,1.05949E+11,1.36797E+11,1.84558E+11
Latin America & Caribbean (excluding high income),68172083255,71358741143,77592630260,78189337826,89672295454,97220145030,1.07487E+11,1.09346E+11,1.17685E+11,1.31858E+11,1.434E+11,1.58746E+11,1.80601E+11,2.41709E+11,3.17536E+11,3.4249E+11,3.72929E+11,4.04812E+11,4.91322E+11,5.40434E+11,6.529E+11,7.46794E+11,6.88973E+11,5.95353E+11,6.39292E+11,6.29335E+11,6.38063E+11,6.99109E+11,7.59915E+11,8.63824E+11,1.03753E+12,1.09603E+12,1.18139E+12,1.38882E+12,1.58797E+12,1.67776E+12,1.83188E+12,1.99886E+12,2.00787E+12,1.77929E+12,1.96811E+12,1.91338E+12,1.72001E+12,1.75919E+12,2.00786E+12,2.43163E+12,2.83732E+12,3.35309E+12,3.88046E+12,3.60228E+12,4.51009E+12,5.27219E+12,5.24406E+12,5.38236E+12,5.40716E+12,4.59524E+12,4.46552E+12,4.98092E+12,4.83661E+12,4.76908E+12,4.0206E+12,4.62416E+12,5.30057E+12
Lao PDR,,,,,,,,,,,,,,,,,,,,,,,,,1757142853,2366666616,1776842089,1087273104,598961269,714046821,865559879,1028087972,1127806945,1327748690,1543606345,1763536305,1873671550,1747011857,1280177839,1454430642,1731198022,1768619058,1758176653,2023324407,2366398120,2735558735,3455031448,4223152219,5446434032,5836138127,7131773633,8750107402,10192848926,11983252627,13279248479,14426381187,15912495369,17071162084,18141651381,18740559554,18981800705,18827148530,15724383783
Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3313540068,2717998688,2838485354,4690415093,5843579161,7941744492,9599127050,11718795528,13690217333,15751867489,17247179006,17391056369,17260364842,17649751244,19152238806,20082918740,21159827992,21497336499,22022709852,24827355015,29118916106,35399582929,38443907042,39927125961,44016799516,46880103081,48095213746,49929337837,51147308774,53027680686,54901519156,51605959131,31712128254,23131941557,
Liberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,874000000,906000000,927000000,748000000,897000000,949000000,1119000000,1373000000,1726000000,1768000000,1998000000,2398000000,2791614000,3177198100,3225652000,3227075700,3398419600,3390703400,3422754800,3319596500,3039982500,3509000000,4001047150
Libya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28904164239,31991785108,33887005288,30660029871,28610532505,25541383197,27884630118,30700890193,27251275903,35975878804,38270983032,34112079629,20481889764,26265625000,33122307692,47334697612,60094248772,68032985520,86710739535,60808538330,75380800664,48169243832,92540964666,75351117628,57372352562,48717506273,49912085228,67157451660,76686048499,69254143968,46808208747,39798423941,45752336036
St. Lucia,,,,,,,,,,,,,,,,,,,,,170370370,194444444,183333333,197037037,251481481,284444444,340000000,375555556,429629630,486666667,579629630,613703704,674074074,684814815,713703704,762962963,788888889,805925926,877407407,921851852,932592593,892592593,900000000,987407407,1066666667,1135555556,1268319185,1336088815,1437731111,1401507889,1482370370,1568370370,1598222222,1660222222,1749296296,1807222222,1865444444,1996703704,2057074074,2094185185,1516000000,1691259259,2065027556
Latin America & Caribbean,84318575228,89675894613,98223077655,99825291121,1.11007E+11,1.19321E+11,1.31372E+11,1.33989E+11,1.438E+11,1.60632E+11,1.7524E+11,1.95439E+11,2.19799E+11,2.92375E+11,3.79038E+11,3.97576E+11,4.36013E+11,4.78835E+11,5.74136E+11,6.44211E+11,7.83196E+11,8.94234E+11,8.29114E+11,7.26345E+11,7.64326E+11,7.55897E+11,7.65359E+11,8.21438E+11,9.0099E+11,9.94835E+11,1.18239E+12,1.25527E+12,1.36134E+12,1.57733E+12,1.7901E+12,1.9216E+12,2.07982E+12,2.28027E+12,2.30062E+12,2.07614E+12,2.29262E+12,2.24344E+12,2.0145E+12,2.05579E+12,2.36819E+12,2.86285E+12,3.35183E+12,3.94881E+12,4.5913E+12,4.31436E+12,5.34906E+12,6.08873E+12,6.15502E+12,6.30775E+12,6.43263E+12,5.37654E+12,5.24975E+12,5.83261E+12,5.70609E+12,5.62281E+12,4.77757E+12,5.51052E+12,6.24662E+12
Liechtenstein,,,,,,,,,,,90099361,104889791,124940289,165928864,193980465,246389070,272489337,303493120,436912068,503173105,534699257,511647837,522096761,524023708,502620921,529073612,779357947,1052849231,1161757671,1119983801,1421508875,1484160644,1631176647,1673085618,1948128911,2428524712,2504012993,2298390595,2479698576,2664105901,2483890594,2491800559,2688617885,3070803439,3454374270,3659320087,4000101033,4601430549,5081479840,4504376590,5082338965,5739705822,5456099685,6391711429,6657526636,6268513140,6237299538,6474310910,6692618411,6436467007,6405765970,7186428783,
Sri Lanka,1409873950,1444327731,1434156379,1240672269,1309747899,1698319328,1751470588,1859465021,1801344538,1965546218,2296470588,2369308600,2553936348,2875625000,3574586466,3791298146,3591319857,4104509583,2733183857,3364611432,4024621900,4415844156,4768765017,5167913302,6043474843,5978460972,6405210564,6682167120,6978371581,6987267684,8032551173,9000362582,9703011636,10338679636,11717604209,13029697561,13897738375,15091913884,15794972847,15656327860,16330814180,15749753805,16536535647,18881765437,20662525941,24405791045,28279802451,32350238663,40713826321,42066223971,58636160849,67753284135,70447217164,77000578207,82528535573,85140955517,88012281910,94376237832,94493871351,89014978319,84440535699,88496535599,74403578363
Lesotho,34579986,35699986,41859983,47039981,51939979,54879978,56699977,59261976,61445975,65967974,68739973,76480294,80913175,121188699,150851316,149558945,147660000,193315000,266570000,290134730,431542682,434188034,348741737,386699309,333163557,268629926,318858470,402768259,470395904,495409138,596410302,704325367,831029813,835582169,878250863,1001894000,946112456,998004331,928460865,912773656,887291645,825706961,775777263,1157825409,1511236656,1682343439,1800092519,1682025303,1766820422,1740835820,2234731974,2579421686,2477702253,2367113170,2441063169,2359754088,2114426469,2306741599,2556247156,2436029588,2117736528,2373416269,2553459763
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7867140395,8382519637,10118631852,11239547691,10971583945,11524776867,12237388002,14259781159,18781721376,22627507452,26097677572,30183575104,39697891352,47797551588,37388122046,37128694028,43535051482,42927454291,46523420074,48533659592,41435533340,43047309306,47758736932,53751411409,54760617013,56914826861,66414994992,70334299008
Luxembourg,703925706,704145671,741509481,791140596,903158754,921600736,968440149,974721763,1066447131,1234878981,1457768455,1518773421,1901697370,2609875802,3183637117,3123333333,3423586207,3789321328,4718539772,5516982664,6019805490,5053665797,4602316793,4524217751,4438435493,4577211767,6685595088,8320902215,9418167855,10037674038,12778792854,13834219728,15518702635,15925521222,17701798891,20853093870,20895314658,19563836265,20150053345,21899317599,21230182989,21387533703,23649833332,29667268248,35064843793,37672280120,42910146296,51587401416,58844277702,54467289898,56213985987,61696281326,59776383527,65203276467,68804811898,60071584216,62216885436,65712180343,71000359760,69825641851,73992591285,85506243834,82274812251
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5789128637,5975248851,6527926446,7166275468,7533788134,7958852839,8362398702,9557031605,11771975157,14435700533,17003459863,21570076499,31054350978,35854274229,26410909091,23956163077,27474380566,28169902669,30204783462,31386896487,27263090547,28083597512,30483806018,34429023435,34343961073,34601740323,39725383601,41153912663
"Macao SAR, China",,,,,,,,,,,,,,,,,,,,,,,1142497658,1133013286,1304361353,1362072217,1532105006,1957724748,2288761917,2705665380,3246481368,3765249711,4914365395,5665606115,6311207516,7046147442,7176892950,7267571196,6797792474,6547670439,6774193548,6860272608,7371692469,8246479395,10643253443,12160056755,14874098382,18439981804,21027018551,21587786005,28241799668,36845887225,43189724080,51536592939,54902831794,45048188248,45070807280,50440935654,55284309690,55204961000,25459685020,30123795337,21979475561
Morocco,2037154740,2025693538,2379611123,2657252576,2798345296,2948331088,2876401295,3046345312,3271422330,3651622666,3956336241,4356669161,5074117545,6242146135,7675467037,8984851899,9584296202,11049784283,13236946766,15911994141,21728517079,17788186056,17692275268,16251407368,14824668236,14991283216,19462086253,21765195948,25705296184,26314313191,30179955996,32285573574,33711069431,31655473664,35604137423,39030285468,43161572353,39147844526,46497609536,46266427863,43017455401,43831480206,47077192184,58029361339,66114147932,68852655480,75883820424,86947909745,1.01823E+11,1.01155E+11,1.00865E+11,1.10081E+11,1.06937E+11,1.15739E+11,1.19131E+11,1.10414E+11,1.11573E+11,1.18541E+11,1.27341E+11,1.2892E+11,1.21348E+11,1.42867E+11,1.34182E+11
Monaco,,,,,,,,,,,293073868,327651488,402460333,523552815,563939671,711922994,735339912,811250927,1000535735,1209898293,1378130996,1205166026,1143229072,1092551781,1037314956,1082851077,1515209588,1839095595,2000674667,2010116851,2481316054,2480497539,2737067002,2574440023,2720297793,3130270895,3137848801,2840182221,2934578821,2907075360,2654476597,2673738413,2919691961,3597052153,4117728151,4204651894,4586828062,5875376402,6502945305,5473265702,5367561640,6088690667,5742748406,6555590642,7069351224,6261646950,6472837333,6431274938,7194256778,7383941919,6739642360,8596156574,
